Nom;GPS
IFSI Verdun - rentrée en septembre (55);49.1533,5.3802
IFSI CROIX ROUGE FRANCAISE Rezé - rentrée en septembre (44);47.1931,-1.54926
IFSI Tenon (AP-HP) - rentrée en septembre (Paris 20e  Arrondissement - 75);48.8662,2.40175
IFSI du CH Nord Deux-Sèvres Thouars - rentrée en septembre (79);46.9758,-0.2183
IFSI Charleville-Mezières - rentrée en septembre (08);49.7896,4.71882
IFSI Troyes - rentrée en septembre (10);48.27848,4.06706
IFSI Saint Dizier - rentrée en septembre (52);48.6566,4.96612
IFSI CH Dieppe - rentrée en septembre (76);49.9202,1.0789
IFSI Strasbourg (St Vincent) - rentrée en septembre (67);48.5612,7.74596
IFSI Croix Rouge Française Toulouse - rentrée en septembre (31);43.6054,1.38551
IFSI CH de Bigorre - rentrée en septembre (Tarbes - 65);43.22016,0.05635
IFSI CHIC Castres Mazamet - rentrée en septembre (81);43.6048,2.2461
IFSI CH de Dreux - rentrée en septembre (28);48.7281,1.37771
IFSI CH Montargis - rentrée en septembre (Châlette-sur-Loing - 45);48.0153,2.7312
IFSI Grand Hôpital Est Francilien - Site de Formation Serris - rentrée en septembre (77);48.8782,2.77421
Lycée de St Paul 4 (Saint-Paul - 974);-20.9794,55.3165
IFSI CHU Guadeloupe - rentrée en septembre (Pointe-à-Pitre - 971);16.2369,-61.5254
IFSI CH Lannion - rentrée en septembre (22);48.72204,-3.46689
IFSI CH Fougères - rentrée en septembre (Javené - 35);48.3317,-1.20112
IFSI CH Centre Bretagne Pontivy - rentrée en septembre (56);48.0781,-2.94251
Lycée François 1er (Le Havre - 76);49.4967,0.11354
IFSI Montbéliard (25);47.49471,6.8022
Lycée Haroun Tazieff (Saint-Paul-lès-Dax - 40);43.7295,-1.03852
CFA la Cité des Formations (Tours - 37);47.3941,0.68484
IRDTS Cayenne (973);4.92704,-52.3016
Ecole Supérieure de Praxis Sociale (Ex-ISSM, Ex-CFEJE) (Mulhouse - 68);47.78159,7.3353
AgroSup Dijon Direction Enseignement à Distance (CNPR) (Lempdes - 63);45.7749,3.1766
Institut Mines-Télécom Business School (Evry-Courcouronnes - 91);48.62491,2.44286
sup SOCIAL - Les Etablières (La Roche-sur-Yon - 85);46.6888,-1.42616
INSTITUT ENSEIGNEMENT SUPERIEUR TRAVAIL SOCIAL - IESTS (Nice - 06);43.7242,7.2508
Pôle formation recherche Institut Saint Simon (Toulouse - 31);43.5681,1.38184
Site de Gueugnon du CFA de Saône et Loire (71);46.5701,4.05913
CFA Saint Lô Thère (Pont-Hébert - 50);49.1725,-1.17559
CFA LEGTA Sées (61);48.5944,0.17593
CFA de la CCI du Maine et Loire - Eurespace - site Cholet (49);47.0729,-0.90307
IRTS de Franche-Comté (Besançon - 25);47.217,5.96397
CFA AGRICOLE du Doubs (Besançon - 25);47.2201,5.94731
ETCHARRY FORMATION DEVELOPPEMENT - AFMR (Ustaritz - 64);43.3871,-1.45694
CFA DE LA CCI REGION GUYANE (Cayenne - 973);4.92972,-52.3281
IRTS INST REG TRAVAILLEURS SOCIAUX (Hérouville-Saint-Clair - 14);49.2021,-0.34677
ITSRA (Clermont-Ferrand - 63);45.7674,3.08188
CFA AGRICOLE PRIVE UNREP - Kérel (Crédin - 56);48.0233,-2.7756
IRTESS (Dijon - 21);47.3185,5.06909
IRTS HDF - Site Métropole Lilloise (Loos - 59);50.6011,3.03281
INSTITUT SAINT LAURENT (Ecully - 69);45.7815,4.77459
Lycée professionnel Agricole de Redon (35);47.6478,-2.09446
IFTS CROIX ROUGE OLLIOULES (83);43.13027,5.87612
CENTRE FORMATION SAINT-HONORE (Paris 19e  Arrondissement - 75);48.87727,2.40073
ECOLE NORMALE SOCIALE (Paris 18e  Arrondissement - 75);48.8912,2.36525
ERTS (Olivet - 45);47.8683,1.8746
CFA AGRICOLE DU JURA (Montmorot - 39);46.6895,5.50992
CFA - Commerce et distribution (Lillebonne - 76);49.5189,0.53446
ITS (Tours - 37);47.4032,0.68834
Lycée Image et Son (Angoulême - 16);45.6333,0.15292
IRTS POITOU CHARENTE (Poitiers - 86);46.57793,0.33023
ESEIS (Strasbourg - 67);48.5768,7.75291
CENTRE DE FORMATION DE L ESSONNE (Grigny - 91);48.65446,2.38438
UFA d'ANTIBES du CFA Régional Agricole Public (06);43.5804,7.1251
Université de Paris (Paris  6e  Arrondissement - 75);48.8292,2.38172
Lycée Les Fauvettes (Cannes - 06);43.5541,6.99966
CFA DU GARD ANN LEGTA MARIE DURAND (Rodilhan - 30);43.8297,4.44382
CFAI Lorraine - Maxéville (54);48.7053,6.1284
Lycée Ambroise Vollard (Saint-Pierre - 974);-21.3421,55.4899
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12) (94);48.7885,2.44418
MFREO de Plabennec (29);48.5059,-4.42989
UFA Simone Veil (Brive-la-Gaillarde - 19);45.16,1.51842
CFA REGIONAL DE LA SEYNE SUR MER (83);43.1016,5.89335
IFSI CH de Libourne - rentrée en septembre (33);44.89668,-0.22616
IFSI du CH Agen-Nérac - rentrée en septembre (47);44.20794,0.63373
Université Sorbonne Nouvelle Paris 3 (Paris  5e  Arrondissement - 75);48.8452,2.39666
CFPPA Aurillac (15);44.9357,2.44104
ICES - Institut Catholique de Vendée (La Roche-sur-Yon - 85);46.6728,-1.41974
Centre de formation Apprentis en élevage (Canappeville - 27);49.1628,1.06954
AGRILIA Formation (Montreuil-sur-Loir - 49);47.5783,-0.38246
Lycée professionnel Blaise Pascal (Marseille 12e  Arrondissement - 13);43.3132,5.42089
Lycée St Joseph Les Maristes (Marseille  6e  Arrondissement - 13);43.2864,5.38221
CFA de Seine Maritime - Site d'Yvetot (76);49.5858,0.73229
Lycée Sacre Coeur (Saint-Brieuc - 22);48.5186,-2.73787
Lycée Frédéric OZANAM (Cesson-Sévigné - 35);48.1296,-1.59731
Lycée Henri Loritz (Nancy - 54);48.69,6.19211
CFAI Lorraine-Site d'Henriville (57);49.1441,6.83436
LGT Livet (Nantes - 44);47.2249,-1.54537
Lycée général Gabriel Guist'Hau (Nantes - 44);47.2164,-1.56839
Lycée polyvalent Fernand Renaudeau - Lycée des métiers de la mode (Cholet - 49);47.04777,-0.86877
INSTITUT DE BIJOUTERIE (Saumur - 49);47.2517,-0.07971
CFA de la Moselle (Courcelles-Chaussy - 57);49.1084,6.38189
Lycée Vauvenargues (Aix-en-Provence - 13);43.5297,5.44743
CFA CHAMBRE DE METIERS (Joué-lès-Tours - 37);47.343,0.63612
Lycée professionnel Martin Nadaud (Saint-Pierre-des-Corps - 37);47.3948,0.74179
Lycée Felix Le Dantec (Lannion - 22);48.731,-3.44693
Lycée professionnel Agricole Breuil-Ecole privée d'Horticulture et Arboriculture (Paris 12e  Arrondissement - 75);48.824,2.45804
MAISON FAMILIALE RURALE DE ROUSSET (13);43.4729,5.62155
Lycée St Vincent De Paul (Bordeaux - 33);44.8255,-0.57539
Lycée Jeanne D'Arc (Rouen - 76);49.4441,1.10826
Ecole technique privée EPSECO (Valence - 26);44.9379,4.89731
Lycée polyvalent privé Saint Vincent de Paul (Le Havre - 76);49.48438,0.13495
Ecole de Design Nantes Atlantique (44);47.2836,-1.5177
Lycée René Goscinny (Drap - 06);43.7643,7.33591
Lycée professionnel des Coteaux (Cannes - 06);43.5661,7.02484
Lycée professionnel Amblard (Valence - 26);44.9277,4.90127
CFA AGRICOLE SAINT-LAURENT (08);49.7647,4.78193
INSTITUT DES METIERS (Clermont-Ferrand - 63);45.8121,3.12902
CFA BANQUE-FINANCE (Marseille  6e  Arrondissement - 13);43.3175,5.35994
Lycée Choiseul (Tours - 37);47.4348,0.68479
Lycée professionnel maritime Anita Conti (Fécamp - 76);49.7632,0.37103
I.U.T. de Bobigny - Université Paris 13 (93);48.9145,2.41717
Institut Catholique de Toulouse (31);43.5954,1.44301
Institut Saint-Pie X (Paris  6e  Arrondissement - 75);48.8507,2.32856
CFA Merdrignac (22);48.1902,-2.42488
Facultés libres de l'ouest - UCO - Laval (53);48.0673,-0.76324
Université Paris Nanterre (92);48.9035,2.21449
Lycée Saint Exupery (Marseille 15e  Arrondissement - 13);43.3463,5.35422
Icam Site de Paris-Sénart - Parcours intégré (Lieusaint - 77);48.6132,2.53886
Icam Site de Paris-Sénart - Parcours ouvert (Lieusaint - 77);48.6132,2.53889
Icam Site de Vendée - Parcours 2+3 en apprentissage (La Roche-sur-Yon - 85);46.67535,-1.42646
Lycée professionnel Camille Claudel (Caen - 14);49.2037,-0.38489
CFA agricole des Ardennes (Rethel - 08);49.5285,4.37429
CFA FIM ANTENNE GRANVILLE (50);48.8376,-1.5973
CFA FIM site Saint Lo CFA (50);49.1127,-1.0465
I.U.T. de Clermont-Ferrand - Antenne d'Aurillac (15);44.9332,2.4424
Lycée Langevin-Wallon (Champigny-sur-Marne - 94);48.8164,2.49799
Lycée professionnel Jacques Brel (Choisy-le-Roi - 94);48.7734,2.41629
Lycée professionnel Camille Claudel (Lyon 4e  Arrondissement - 69);45.7761,4.83007
Institut Catholique de Rennes (Bruz - 35);48.0487,-1.74492
CFA agricole du Tarn-et-Garonne EPLA de Montauban (82);44.0323,1.31542
MFREO de Fougères (35);48.359,-1.19112
Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes (Bourg-en-Bresse - 01);46.1979,5.21388
IRTS PACA CORSE (Marseille  8e  Arrondissement - 13);43.2345,5.36596
INST FORM ET RECH. TRAV.SOCIAL I.R.T.S DE LA REUNION (Saint-Benoît - 974);-21.0314,55.7149
Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes (Firminy - 42);45.3914,4.28221
ETES ECOLE DE TRAVAIL EDUCATIF ET SOCIAL (Marvejols - 48);44.558,3.29075
INSTIT. REG. DU TRAVAIL SOCIAL (Reims - 51);49.2309,4.00284
IRTS de Lorraine - Nancy (54);48.7039,6.1578
CERPE (Aubervilliers - 93);48.9173,2.39311
INSTIT.REGIONAL TRAVAIL SOCIAL IRTS DE LORRAINE - Le Ban Saint Martin (57);49.1235,6.1488
ECOLE EUROPEENNE SUPERIEURE EN TRAVAIL SOCIAL ECOLE D'EDUCATEURS SPECIALISES DE LILLE (59);50.6251,3.03738
IRTS HDF - Site Grand Littoral (Grande-Synthe - 59);51.0088,2.31328
IRFSS NORMANDIE (Alençon - 61);48.4236,0.08621
IRTS HDF - Site Artois (Arras - 62);50.284,2.79481
IFEN (Le Havre - 76);49.4862,0.13232
EDIAC FORMATION ETABLISSEMENT DES DIACONESSES (Strasbourg - 67);48.5652,7.77853
ASKORIA - site de Rennes (35);48.1259,-1.70129
IRTS Hauts-de-France - Site Côte d'Opale (Etaples - 62);50.51521,1.6436
Ecole Universitaire de premier cycle - Campus d'Orsay Université de Paris-Saclay (Orsay) (91);48.7015,2.17988
ASKORIA - Site de Lorient (56);47.7416,-3.38437
Lycée Rouvière (Toulon - 83);43.1256,5.97321
Lycée professionnel Daniel Balavoine (Bois-Colombes - 92);48.9199,2.27224
Ecole Santé Social Sud-Est (Valence - 26);44.91966,4.88388
IFSI du centre hospitalier Princesse Grace - rentrée en septembre (Monaco - Monaco);43.7302,7.41114
LYCEE POLYVALENT VICTOR ANICET (Saint-Pierre - 972);14.7461,-61.1692
Pôle formation recherche Institut Saint Simon - Site de Toulouse (31);43.5681,1.38184
IFCV INST. FORMATION AUX CARRIERES COMMUNICATION ET DE LA VENTE (Levallois-Perret - 92);48.892,2.28498
Sup'Biotech Paris (Villejuif - 94);48.7977,2.35783
Lycée Clement Marot (Cahors - 46);44.4499,1.43925
Lycée Paul Verlaine (Rethel - 08);49.5165,4.37357
Lycée Louis Lapicque (Epinal - 88);48.1751,6.44082
Lycée Les Arcades (Dijon - 21);47.3107,5.05098
CFA St JEAN - Antenne CFA EPPA (Colmar - 68);48.07373,7.36424
Lycée professionnel Jean Rostand (Nevers - 58);47.0048,3.15778
CFAA DE ST PAUL (Saint-Paul - 974);-20.9714,55.3154
Lycée LES CHASSAGNES (Oullins - 69);45.723,4.8096
I.U.T de l'Oise - Site de Creil (60);49.2576,2.46826
I.U.T de l'Oise - Site de Beauvais (60);49.4309,2.09049
Gustave Eiffel Lycée des Métiers de l'Industrie Lycée des Métiers de l'Hôtellerie et de la Restauration (Reims - 51);49.275,4.02893
Lycée Jean-Baptiste Schwilgue (Sélestat - 67);48.2523,7.449
Lycée Polyvalent La Chartreuse (Brives-Charensac - 43);45.053,3.91435
I.U.T de Sénart/Fontainebleau - Site Sénart - UPEC (Lieusaint - 77);48.6269,2.56361
I.U.T de Ville d'Avray - Antenne de Nanterre (92);48.9045,2.21188
I.U.T Paris 7 (Paris 18e  Arrondissement - 75);48.88678,2.36236
Lycée des Métiers - Hotelier (Le Touquet-Paris-Plage - 62);50.5166,1.60171
Site de Chailly du CFA de Seine et Marne (Chailly-en-Brie - 77);48.8138,3.15228
Lycée polyvalent Louise Michel (Narbonne - 11);43.19,3.01904
CFA de la Chambre de Commerce et d'Industrie de l'Oise (Nogent-sur-Oise - 60);49.2704,2.49036
CFAI-Lille Métropole (Marcq-en-Baroeul - 59);50.6543,3.11174
Lycée Alfred Kastler (Stenay - 55);49.4864,5.19813
Lycée Jean-Auguste Margueritte (Verdun - 55);49.1562,5.39033
Lycée ALBERT CAMUS (Nîmes - 30);43.8357,4.3458
Lycée professionnel des Métiers Maria Casares (Avignon - 84);43.9354,4.82922
Lycée Bernard Palissy (Saintes - 17);45.7355,-0.61499
Lycée Maupertuis (Saint-Malo - 35);48.6403,-2.00425
Lycée Le Corbusier (Illkirch-Graffenstaden - 67);48.5298,7.72511
I.U.T. de Schiltigheim (67);48.6071,7.70828
Institut National des Formations Notariales - Site de Strasbourg (67);48.5734,7.75211
Lycée Jean Jacques Henner (Altkirch - 68);47.6142,7.23429
Lycée agricole de Rouffach (68);47.9555,7.3008
Lycée Camille See (Colmar - 68);48.0806,7.32497
Lycée Theodore Deck (Guebwiller - 68);47.9058,7.2136
Lycée Michel De Montaigne (Mulhouse - 68);47.7508,7.33589
I.U.T. de Colmar (68);48.0776,7.37033
Lycée Jean Mermoz (Saint-Louis - 68);47.578,7.55539
Université de Mulhouse (68);47.7282,7.30814
Lycée Joseph Storck (Hotelier) (Guebwiller - 68);47.9017,7.22905
Lycée Ampère (Lyon 2e  Arrondissement - 69);45.7651,4.83734
Lycée Auguste et Louis Lumière (Lyon 8e  Arrondissement - 69);45.7361,4.86213
Lycée Jean Perrin (Lyon 9e  Arrondissement - 69);45.7938,4.81633
Lycée Claude Bernard (Villefranche-sur-Saône - 69);45.9893,4.71203
Lycée Frédéric Fays (Villeurbanne - 69);45.7622,4.90425
Lycée Marcel Sembat (Vénissieux - 69);45.7165,4.8826
Lycée Pierre Brossolette (Villeurbanne - 69);45.7711,4.87861
IUT Lyon1 Site de Villeurbanne Doua (69);45.786,4.88241
Lycée La Favorite Sainte Therese (Lyon 5e  Arrondissement - 69);45.7565,4.80607
Lycée Sainte - Marie Lyon (Lyon 5e  Arrondissement - 69);45.7657,4.82671
Centre Scolaire Notre Dame (Limas - 69);45.9888,4.7207
Lycée Saint-Marc (Lyon 2e  Arrondissement - 69);45.7551,4.82885
ICOF (Lyon 5e  Arrondissement - 69);45.7507,4.81402
Ecole LA MACHE (Lyon 8e  Arrondissement - 69);45.7371,4.87066
Lycée Carrel (Lyon 6e  Arrondissement - 69);45.7662,4.84964
Université Claude Bernard Lyon 1 (Villeurbanne - 69);45.77996,4.87171
IUT Lyon1 Site de Villeurbanne Gratte-Ciel (69);45.76668,4.88686
Lycée Albert Camus (Rillieux-la-Pape - 69);45.821,4.90938
Lycée Jacques Brel (Vénissieux - 69);45.6947,4.88037
Lycée Charlie Chaplin (Décines-Charpieu - 69);45.7738,4.97527
Lycée La Martiniere Monplaisir (Lyon 8e  Arrondissement - 69);45.7399,4.86873
Lycée Jean-Paul Sartre (Bron - 69);45.7366,4.92146
UFA d' Ecully (69);45.7747,4.78594
Lycée Louis Aragon (Givors - 69);45.6019,4.76041
Lycée Robert Doisneau (Vaulx-en-Velin - 69);45.7766,4.91862
Ecole Normale Supérieure de Lyon (Lyon 7e  Arrondissement - 69);45.7331,4.83401
CFA agricole de Haute Saône à Vesoul (70);47.6342,6.16141
Lycée Mathias (Chalon-sur-Saône - 71);46.7868,4.86058
Lycée Julien Wittmer (Charolles - 71);46.435,4.27243
Lycée Lamartine (Mâcon - 71);46.3158,4.82669
Lycée Henri Parriat (Montceau-les-Mines - 71);46.6756,4.37252
Lycée Militaire d'Autun (71);46.9498,4.30582
Lycée Camille Claudel (Digoin - 71);46.4768,3.99189
Lycée Frederic Ozanam (Mâcon - 71);46.3105,4.82477
Lycée Hilaire De Chardonnet (Chalon-sur-Saône - 71);46.8032,4.86466
Lycée Sacré Coeur (Paray-le-Monial - 71);46.4501,4.12594
CFA de SAONE ET LOIRE site de Tournus (71);46.5634,4.89269
Université de Bourgogne - site Le Creusot (71);46.8077,4.42328
Lycée Polyvalent Robert Garnier (La Ferté-Bernard - 72);48.185,0.64626
Lycée Montesquieu (Le Mans - 72);48.0104,0.20065
Lycée Polyvalent Gabriel Touchard - Washington (Le Mans - 72);47.9956,0.2032
Lycée polyvalent Raphaël Elizé (Sablé-sur-Sarthe - 72);47.8388,-0.34295
I.U.T. Le Mans (72);48.0152,0.15749
Lycée Notre-Dame (Le Mans - 72);48.003,0.2006
Lycée Militaire Prytanee National (La Flèche - 72);47.7006,-0.07655
CFA de la CCI Le Mans Sarthe (72);47.9821,0.23408
Lycée Polyvalent Le Mans Sud (72);47.982,0.22836
Lycée Monge (Chambéry - 73);45.5638,5.93454
Lycée des Métiers Ambroise Croizat (Moûtiers - 73);45.4823,6.52854
Lycée Paul Heroult (Saint-Jean-de-Maurienne - 73);45.2726,6.35023
Lycée Jeanne D'Arc (Albertville - 73);45.6779,6.39093
Lycée Saint Ambroise (Chambéry - 73);45.5705,5.92497
Lycée du Granier (La Ravoire - 73);45.5494,5.96905
IUT de CHAMBERY (Le Bourget-du-Lac - 73);45.64246,5.87112
Lycée Berthollet (Annecy - 74);45.9063,6.12758
Lycée Gabriel Fauré (Annecy - 74);45.8978,6.11963
Lycée Louis Lachenal (Pringy - 74);45.9381,6.13318
Lycée Charles Poncet (Cluses - 74);46.0618,6.57995
Lycée Mme De Staël (Saint-Julien-en-Genevois - 74);46.141,6.06993
Lycée La Versoie (Thonon-les-Bains - 74);46.3648,6.47053
I.U.T. Annecy (Annecy-le-Vieux - 74);45.9208,6.154
Lycée Jean Monnet (Annemasse - 74);46.1828,6.24627
Université Savoie Mont Blanc - Annecy-le-Vieux (74);45.9188,6.15735
Lycée Turgot (Paris  3e  Arrondissement - 75);48.8662,2.35843
Lycée Montaigne (Paris  6e  Arrondissement - 75);48.8443,2.33488
Lycée Chaptal (Paris  8e  Arrondissement - 75);48.8817,2.31967
Lycée Lamartine (Paris  9e  Arrondissement - 75);48.8784,2.3491
Lycée Edgar Quinet (Paris  9e  Arrondissement - 75);48.8814,2.33983
Lycée Voltaire (Paris 11e  Arrondissement - 75);48.8636,2.38464
Lycée des Métiers Dorian (Paris 11e  Arrondissement - 75);48.8544,2.39243
Lycée Elisa Lemonnier (Paris 12e  Arrondissement - 75);48.8366,2.40951
Lycée Pierre-Gilles de Gennes - ENCPB (Paris 13e  Arrondissement - 75);48.8366,2.35634
Lycée Fresnel (Paris 15e  Arrondissement - 75);48.8435,2.31281
Lycée Batiment-Saint-Lambert (Paris 19e  Arrondissement - 75);48.8378,2.29158
Lycée Janson De Sailly (Paris 16e  Arrondissement - 75);48.8655,2.27947
Ecole Nationale De Commerce (Paris 17e  Arrondissement - 75);48.8975,2.31987
Lycée Henri Bergson-Jacquard (Paris 19e  Arrondissement - 75);48.8842,2.39097
Lycée Hélène Boucher (Paris 20e  Arrondissement - 75);48.8478,2.40695
Lycée Maurice Ravel (Paris 20e  Arrondissement - 75);48.848,2.40857
Lycée Louis Armand (Paris 15e  Arrondissement - 75);48.8372,2.28563
Université Paris 1 Panthéon Sorbonne (Paris  5e  Arrondissement - 75);48.82727,2.36469
Institut Supérieur Clorivière (Paris 12e  Arrondissement - 75);48.8481,2.39127
Lycée Jean Lurcat (Paris 13e  Arrondissement - 75);48.8342,2.35325
INALCO (Paris - 75);48.8274,2.37623
Lycée ESTBA (Paris 20e  Arrondissement - 75);48.8561,2.3964
ESTP Paris (Cachan - 94);48.7955,2.32799
Lycée Fénelon Sainte-Marie (Paris  8e  Arrondissement - 75);48.8791,2.31651
Lycée Charles Peguy (Paris 11e  Arrondissement - 75);48.8643,2.37541
Lycée Saint Michel de Picpus (Paris 12e  Arrondissement - 75);48.8424,2.39664
Lycée Saint-Louis De Gonzague (Paris 16e  Arrondissement - 75);48.85951,2.28541
Lycée Albert de Mun (Paris  7e  Arrondissement - 75);48.8497,2.31962
LP PRIVE NOTRE-DAME (Paris 13e  Arrondissement - 75);48.8282,2.35302
I.U.T de Paris Descartes (Paris 16e  Arrondissement - 75);48.842,2.26776
CERFAL-UFA Campus Montsouris (Paris 14e  Arrondissement - 75);48.8249,2.33096
Lycée Passy-Saint-Honoré (Paris 16e  Arrondissement - 75);48.8683,2.28233
CFA SACEF (Paris  9e  Arrondissement - 75);48.8746,2.34253
Lycée Andre Maurois (Elbeuf - 76);49.2907,1.0161
Lycée Ferdinand Buisson (Elbeuf - 76);49.2873,1.00216
Lycée Anguier (Eu - 76);50.0526,1.41687
Lycée Porte-Océane (Le Havre - 76);49.4885,0.10547
Lycée Jules Siegfried (Le Havre - 76);49.4977,0.12377
Lycée Guillaume Le Conquérant (Lillebonne - 76);49.5216,0.54574
Lycée Blaise Pascal (Rouen - 76);49.4329,1.08579
Lycée Gustave Flaubert (Rouen - 76);49.4517,1.12403
Lycée Les Bruyères (Sotteville-lès-Rouen - 76);49.4128,1.07331
Lycée Marcel Sembat (Sotteville-lès-Rouen - 76);49.415,1.08515
I.U.T de Rouen (Mont-Saint-Aignan - 76);49.4596,1.06974
Lycée agricole d'Yvetot (76);49.6098,0.7378
Lycée La Chataigneraie (Le Mesnil-Esnard - 76);49.4133,1.14618
I.U.T du Havre (Le Havre - 76);49.514,0.16163
Lycée Sacre-Coeur (Rouen - 76);49.4295,1.08134
Lycée Jeanne D'Arc (Sainte-Adresse - 76);49.50172,0.08954
Lycée Val De Seine (Le Grand-Quevilly - 76);49.4008,1.04096
Université de Rouen Normandie - Campus Mont-Saint-Aignan (76);49.4583,1.06895
Université de Rouen Normandie - Campus Pasteur Rouen (76);49.444,1.07741
Université de Rouen Normandie - Campus Tilly Evreux (27);49.0283,1.14622
Lycée Pablo Neruda (Dieppe - 76);49.9081,1.06579
Lycée professionnel Agricole Saint Joseph (Mesnières-en-Bray - 76);49.7619,1.38226
Lycée Galilée (Franqueville-Saint-Pierre - 76);49.3982,1.16093
Lycée Schuman Perret (Le Havre - 76);49.5156,0.16423
Lycée polyvalent La Fayette (Champagne-sur-Seine - 77);48.4042,2.79735
Lycée Francois Ier (Fontainebleau - 77);48.4093,2.69536
Lycée Leonard De Vinci (Melun - 77);48.5514,2.65883
Lycée Etienne Bezout (Nemours - 77);48.2607,2.71524
Institution Saint Aspais (Melun - 77);48.5412,2.65674
